行政区域コード,"都道府県名（漢字）","市区町村名（漢字）","都道府県名（ｶﾅ）","市区町村名（ｶﾅ）",コードの改定区分,改正年月日,改正後のコード,改正後の名称,"改正後の名称 (ｶﾅ)",改正事由等
23218,愛知県,尾西市,ｱｲﾁｹﾝ,ﾋﾞｻｲｼ,欠番,.4.1,23203,一宮市,ｲﾁﾉﾐﾔｼ,合併後は一宮市
23219,愛知県,小牧市,ｱｲﾁｹﾝ,ｺﾏｷｼ,,,23219,,,
23220,愛知県,稲沢市,ｱｲﾁｹﾝ,ｲﾅｻﾞﾜｼ,,,23220,,,
23221,愛知県,新城市,ｱｲﾁｹﾝ,ｼﾝｼﾛｼ,,,23221,,,
23222,愛知県,東海市,ｱｲﾁｹﾝ,ﾄｳｶｲｼ,,,23222,,,
23223,愛知県,大府市,ｱｲﾁｹﾝ,ｵｵﾌﾞｼ,,,23223,,,
23224,愛知県,知多市,ｱｲﾁｹﾝ,ﾁﾀｼ,,,23224,,,
23225,愛知県,知立市,ｱｲﾁｹﾝ,ﾁﾘｭｳｼ,,,23225,,,
23226,愛知県,尾張旭市,ｱｲﾁｹﾝ,ｵﾜﾘｱｻﾋｼ,,,23226,,,
23227,愛知県,高浜市,ｱｲﾁｹﾝ,ﾀｶﾊﾏｼ,,,23227,,,
23228,愛知県,岩倉市,ｱｲﾁｹﾝ,ｲﾜｸﾗｼ,,,23228,,,
23229,愛知県,豊明市,ｱｲﾁｹﾝ,ﾄﾖｱｹｼ,,,23229,,,
23230,愛知県,日進市,ｱｲﾁｹﾝ,ﾆｯｼﾝｼ,,,23230,,,
23231,愛知県,田原市,ｱｲﾁｹﾝ,ﾀﾊﾗｼ,,,23231,,,
23232,愛知県,愛西市,ｱｲﾁｹﾝ,ｱｲｻｲｼ,,,23232,,,
23233,愛知県,清須市,ｱｲﾁｹﾝ,ｷﾖｽｼ,,,23233,,,
23234,愛知県,北名古屋市,ｱｲﾁｹﾝ,ｷﾀﾅｺﾞﾔｼ,,,23234,,,
23235,愛知県,弥富市,ｱｲﾁｹﾝ,ﾔﾄﾐｼ,,,23235,,,
23236,愛知県,みよし市,ｱｲﾁｹﾝ,ﾐﾖｼｼ,,,23236,,,
23237,愛知県,あま市,ｱｲﾁｹﾝ,ｱﾏｼ,,,23237,,,
23238,愛知県,長久手市,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃｼ,,,23238,,,
23302,愛知県,東郷町,ｱｲﾁｹﾝ,ﾄｳｺﾞｳﾁｮｳ,,,23302,,,
23304,愛知県,長久手町,ｱｲﾁｹﾝ,ﾅｶﾞｸﾃﾁｮｳ,欠番,H24.1.4,23238,長久手市,ﾅｶﾞｸﾃｼ,市制施行
23341,愛知県,西枇杷島町,ｱｲﾁｹﾝ,ﾆｼﾋﾞﾜｼﾞﾏﾁｮｳ,欠番,.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市
23342,愛知県,豊山町,ｱｲﾁｹﾝ,ﾄﾖﾔﾏﾁｮｳ,,,23342,,,
23343,愛知県,師勝町,ｱｲﾁｹﾝ,ｼｶﾂﾁｮｳ,欠番,.3.20,23234,北名古屋市,ｷﾀﾅｺﾞﾔｼ,合併後は北名古屋市
23344,愛知県,西春町,ｱｲﾁｹﾝ,ﾆｼﾊﾙﾁｮｳ,欠番,.3.20,23234,北名古屋市,ｷﾀﾅｺﾞﾔｼ,合併後は北名古屋市
23345,愛知県,春日町,ｱｲﾁｹﾝ,ﾊﾙﾋﾁｮｳ,欠番,2009.10.1,23233,清須市,ｷﾖｽｼ,合併後は清須市
23346,愛知県,清洲町,ｱｲﾁｹﾝ,ｷﾖｽﾁｮｳ,欠番,.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市
23347,愛知県,新川町,ｱｲﾁｹﾝ,ｼﾝｶﾜﾁｮｳ,欠番,.7.7,23233,清須市,ｷﾖｽｼ,合併後は清須市
23361,愛知県,大口町,ｱｲﾁｹﾝ,ｵｵｸﾞﾁﾁｮｳ,,,23361,,,
23362,愛知県,扶桑町,ｱｲﾁｹﾝ,ﾌｿｳﾁｮｳ,,,23362,,,
23381,愛知県,木曽川町,ｱｲﾁｹﾝ,ｷｿｶﾞﾜﾁｮｳ,欠番,.4.1,23203,一宮市,ｲﾁﾉﾐﾔｼ,合併後は一宮市
23401,愛知県,祖父江町,ｱｲﾁｹﾝ,ｿﾌﾞｴﾁｮｳ,欠番,.4.1,23220,稲沢市,ｲﾅｻﾞﾜｼ,合併後は稲沢市
23402,愛知県,平和町,ｱｲﾁｹﾝ,ﾍｲﾜﾁｮｳ,欠番,.4.1,23220,稲沢市,ｲﾅｻﾞﾜｼ,合併後は稲沢市
23421,愛知県,七宝町,ｱｲﾁｹﾝ,ｼｯﾎﾟｳﾁｮｳ,欠番,2010.3.22,23237,あま市,ｱﾏｼ,合併後はあま市
23422,愛知県,美和町,ｱｲﾁｹﾝ,ﾐﾜﾁｮｳ,欠番,2010.3.22,23237,あま市,ｱﾏｼ,合併後はあま市
23423,愛知県,甚目寺町,ｱｲﾁｹﾝ,ｼﾞﾓｸｼﾞﾁｮｳ,欠番,2010.3.22,23237,あま市,ｱﾏｼ,合併後はあま市
23424,愛知県,大治町,ｱｲﾁｹﾝ,ｵｵﾊﾙﾁｮｳ,,,23424,,,
23425,愛知県,蟹江町,ｱｲﾁｹﾝ,ｶﾆｴﾁｮｳ,,,23425,,,
23426,愛知県,十四山村,ｱｲﾁｹﾝ,ｼﾞｭｳｼﾔﾏﾑﾗ,欠番,.4.1,23235,弥富市,ﾔﾄﾐｼ,合併後は弥富町　弥富町は同日に市制施行し弥富市
23427,愛知県,飛島村,ｱｲﾁｹﾝ,ﾄﾋﾞｼﾏﾑﾗ,,,23427,,,
23428,愛知県,弥富町,ｱｲﾁｹﾝ,ﾔﾄﾐﾁｮｳ,欠番,.4.1,23235,弥富市,ﾔﾄﾐｼ,市制施行
23429,愛知県,佐屋町,ｱｲﾁｹﾝ,ｻﾔﾁｮｳ,欠番,.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市
23430,愛知県,立田村,ｱｲﾁｹﾝ,ﾀﾂﾀﾑﾗ,欠番,.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市
23431,愛知県,八開村,ｱｲﾁｹﾝ,ﾊﾁｶｲﾑﾗ,欠番,.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市
23432,愛知県,佐織町,ｱｲﾁｹﾝ,ｻｵﾘﾁｮｳ,欠番,.4.1,23232,愛西市,ｱｲｻｲｼ,合併後は愛西市
23441,愛知県,阿久比町,ｱｲﾁｹﾝ,ｱｸﾞｲﾁｮｳ,,,23441,,,
23442,愛知県,東浦町,ｱｲﾁｹﾝ,ﾋｶﾞｼｳﾗﾁｮｳ,,,23442,,,
23445,愛知県,南知多町,ｱｲﾁｹﾝ,ﾐﾅﾐﾁﾀﾁｮｳ,,,23445,,,
23446,愛知県,美浜町,ｱｲﾁｹﾝ,ﾐﾊﾏﾁｮｳ,,,23446,,,
23447,愛知県,武豊町,ｱｲﾁｹﾝ,ﾀｹﾄﾖﾁｮｳ,,,23447,,,
23481,愛知県,一色町,ｱｲﾁｹﾝ,ｲｯｼｷﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市
23482,愛知県,吉良町,ｱｲﾁｹﾝ,ｷﾗﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市
23483,愛知県,幡豆町,ｱｲﾁｹﾝ,ﾊｽﾞﾁｮｳ,欠番,H23.4.1,23213,西尾市,ﾆｼｵｼ,合併後は西尾市
23501,愛知県,幸田町,ｱｲﾁｹﾝ,ｺｳﾀﾁｮｳ,,,23501,,,
23502,愛知県,額田町,ｱｲﾁｹﾝ,ﾇｶﾀﾁｮｳ,欠番,.1.1,23202,岡崎市,ｵｶｻﾞｷｼ,合併後は岡崎市
23521,愛知県,三好町,ｱｲﾁｹﾝ,ﾐﾖｼﾁｮｳ,欠番,2010.1.4,23236,みよし市,ﾐﾖｼｼ,名称変更 市制施行 
23522,愛知県,藤岡町,ｱｲﾁｹﾝ,ﾌｼﾞｵｶﾁｮｳ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23523,愛知県,小原村,ｱｲﾁｹﾝ,ｵﾊﾞﾗﾑﾗ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23541,愛知県,足助町,ｱｲﾁｹﾝ,ｱｽｹﾁｮｳ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23543,愛知県,下山村,ｱｲﾁｹﾝ,ｼﾓﾔﾏﾑﾗ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23544,愛知県,旭町,ｱｲﾁｹﾝ,ｱｻﾋﾁｮｳ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23545,愛知県,稲武町,ｱｲﾁｹﾝ,ｲﾅﾌﾞﾁｮｳ,欠番,.4.1,23211,豊田市,ﾄﾖﾀｼ,合併後は豊田市
23561,愛知県,設楽町,ｱｲﾁｹﾝ,ｼﾀﾗﾁｮｳ,,,23561,,,
23562,愛知県,東栄町,ｱｲﾁｹﾝ,ﾄｳｴｲﾁｮｳ,,,23562,,,
23563,愛知県,豊根村,ｱｲﾁｹﾝ,ﾄﾖﾈﾑﾗ,,,23563,,,
23564,愛知県,富山村,ｱｲﾁｹﾝ,ﾄﾐﾔﾏﾑﾗ,欠番,.11.27,23563,豊根村,ﾄﾖﾈﾑﾗ,合併後は豊根村
23565,愛知県,津具村,ｱｲﾁｹﾝ,ﾂｸﾞﾑﾗ,欠番,.10.1,23561,設楽町,ｼﾀﾗﾁｮｳ,合併後は設楽町
23581,愛知県,鳳来町,ｱｲﾁｹﾝ,ﾎｳﾗｲﾁｮｳ,欠番,.10.1,23221,新城市,ｼﾝｼﾛｼ,合併後は新城市
23582,愛知県,作手村,ｱｲﾁｹﾝ,ﾂｸﾃﾞﾑﾗ,欠番,.10.1,23221,新城市,ｼﾝｼﾛｼ,合併後は新城市
23601,愛知県,音羽町,ｱｲﾁｹﾝ,ｵﾄﾜﾁｮｳ,欠番,H20.1.15,23207,豊川市,ﾄﾖｶﾜｼ,合併後は豊川市
23602,愛知県,一宮町,ｱｲﾁｹﾝ,ｲﾁﾉﾐﾔﾁｮｳ,欠番,.2.1,23207,豊川市,ﾄﾖｶﾜｼ,合併後は豊川市
23603,愛知県,小坂井町,ｱｲﾁｹﾝ,ｺｻﾞｶｲﾁｮｳ,欠番,2010.2.1,23207,豊川市,ﾄﾖｶﾜｼ,合併後は豊川市
23604,愛知県,御津町,ｱｲﾁｹﾝ,ﾐﾄﾁｮｳ,欠番,H20.1.15,23207,豊川市,ﾄﾖｶﾜｼ,合併後は豊川市
23623,愛知県,渥美町,ｱｲﾁｹﾝ,ｱﾂﾐﾁｮｳ,欠番,.10.1,23231,田原市,ﾀﾊﾗｼ,合併後は田原市
24000,三重県,,ﾐｴｹﾝ,,,,24000,,,
24201,三重県,津市,ﾐｴｹﾝ,ﾂｼ,,,24201,,,
24202,三重県,四日市市,ﾐｴｹﾝ,ﾖｯｶｲﾁｼ,,,24202,,,
24203,三重県,伊勢市,ﾐｴｹﾝ,ｲｾｼ,,,24203,,,
24204,三重県,松阪市,ﾐｴｹﾝ,ﾏﾂｻｶｼ,,,24204,,,
24205,三重県,桑名市,ﾐｴｹﾝ,ｸﾜﾅｼ,,,24205,,,
24207,三重県,鈴鹿市,ﾐｴｹﾝ,ｽｽﾞｶｼ,,,24207,,,
24208,三重県,名張市,ﾐｴｹﾝ,ﾅﾊﾞﾘｼ,,,24208,,,
24209,三重県,尾鷲市,ﾐｴｹﾝ,ｵﾜｾｼ,,,24209,,,
24210,三重県,亀山市,ﾐｴｹﾝ,ｶﾒﾔﾏｼ,,,24210,,,
24211,三重県,鳥羽市,ﾐｴｹﾝ,ﾄﾊﾞｼ,,,24211,,,
24212,三重県,熊野市,ﾐｴｹﾝ,ｸﾏﾉｼ,,,24212,,,
24213,三重県,久居市,ﾐｴｹﾝ,ﾋｻｲｼ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24214,三重県,いなべ市,ﾐｴｹﾝ,ｲﾅﾍﾞｼ,,,24214,,,
24215,三重県,志摩市,ﾐｴｹﾝ,ｼﾏｼ,,,24215,,,
24216,三重県,伊賀市,ﾐｴｹﾝ,ｲｶﾞｼ,,,24216,,,
24303,三重県,木曽岬町,ﾐｴｹﾝ,ｷｿｻｷﾁｮｳ,,,24303,,,
24324,三重県,東員町,ﾐｴｹﾝ,ﾄｳｲﾝﾁｮｳ,,,24324,,,
24341,三重県,菰野町,ﾐｴｹﾝ,ｺﾓﾉﾁｮｳ,,,24341,,,
24343,三重県,朝日町,ﾐｴｹﾝ,ｱｻﾋﾁｮｳ,,,24343,,,
24344,三重県,川越町,ﾐｴｹﾝ,ｶﾜｺﾞｴﾁｮｳ,,,24344,,,
24381,三重県,河芸町,ﾐｴｹﾝ,ｶﾜｹﾞﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24382,三重県,芸濃町,ﾐｴｹﾝ,ｹﾞｲﾉｳﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24383,三重県,美里村,ﾐｴｹﾝ,ﾐｻﾄﾑﾗ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24384,三重県,安濃町,ﾐｴｹﾝ,ｱﾉｳﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24402,三重県,香良洲町,ﾐｴｹﾝ,ｶﾗｽﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24403,三重県,一志町,ﾐｴｹﾝ,ｲﾁｼﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24404,三重県,白山町,ﾐｴｹﾝ,ﾊｸｻﾝﾁｮｳ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24406,三重県,美杉村,ﾐｴｹﾝ,ﾐｽｷﾞﾑﾗ,欠番,.1.1,24201,津市,ﾂｼ,合併後は津市
24441,三重県,多気町,ﾐｴｹﾝ,ﾀｷﾁｮｳ,,,24441,,,
24442,三重県,明和町,ﾐｴｹﾝ,ﾒｲﾜﾁｮｳ,,,24442,,,
24443,三重県,大台町,ﾐｴｹﾝ,ｵｵﾀﾞｲﾁｮｳ,,,24443,,,
24444,三重県,勢和村,ﾐｴｹﾝ,ｾｲﾜﾑﾗ,欠番,.1.1,24441,多気町,ﾀｷﾁｮｳ,合併後は多気町
24445,三重県,宮川村,ﾐｴｹﾝ,ﾐﾔｶﾞﾜﾑﾗ,欠番,.1.10,24443,大台町,ｵｵﾀﾞｲﾁｮｳ,合併後は大台町
24461,三重県,玉城町,ﾐｴｹﾝ,ﾀﾏｷﾁｮｳ,,,24461,,,
24462,三重県,二見町,ﾐｴｹﾝ,ﾌﾀﾐﾁｮｳ,欠番,.11.1,24203,伊勢市,ｲｾｼ,合併後は伊勢市
24463,三重県,小俣町,ﾐｴｹﾝ,ｵﾊﾞﾀﾁｮｳ,欠番,.11.1,24203,伊勢市,ｲｾｼ,合併後は伊勢市
24464,三重県,南勢町,ﾐｴｹﾝ,ﾅﾝｾｲﾁｮｳ,欠番,.10.1,24472,南伊勢町,ﾐﾅﾐｲｾﾁｮｳ,合併後は南伊勢町
24465,三重県,南島町,ﾐｴｹﾝ,ﾅﾝﾄｳﾁｮｳ,欠番,.10.1,24472,南伊勢町,ﾐﾅﾐｲｾﾁｮｳ,合併後は南伊勢町
24468,三重県,御薗村,ﾐｴｹﾝ,ﾐｿﾉﾑﾗ,欠番,.11.1,24203,伊勢市,ｲｾｼ,合併後は伊勢市
24470,三重県,度会町,ﾐｴｹﾝ,ﾜﾀﾗｲﾁｮｳ,,,24470,,,
24471,三重県,大紀町,ﾐｴｹﾝ,ﾀｲｷﾁｮｳ,,,24471,,,
24472,三重県,南伊勢町,ﾐｴｹﾝ,ﾐﾅﾐｲｾﾁｮｳ,,,24472,,,
24541,三重県,紀伊長島町,ﾐｴｹﾝ,ｷｲﾅｶﾞｼﾏﾁｮｳ,欠番,.10.11,24543,紀北町,ｷﾎｸﾁｮｳ,合併後は紀北町
24542,三重県,海山町,ﾐｴｹﾝ,ﾐﾔﾏﾁｮｳ,欠番,.10.11,24543,紀北町,ｷﾎｸﾁｮｳ,合併後は紀北町
24543,三重県,紀北町,ﾐｴｹﾝ,ｷﾎｸﾁｮｳ,,,24543,,,
24561,三重県,御浜町,ﾐｴｹﾝ,ﾐﾊﾏﾁｮｳ,,,24561,,,
24562,三重県,紀宝町,ﾐｴｹﾝ,ｷﾎｳﾁｮｳ,,,24562,,,
24563,三重県,紀和町,ﾐｴｹﾝ,ｷﾜﾁｮｳ,欠番,.11.1,24212,熊野市,ｸﾏﾉｼ,合併後は熊野市
24564,三重県,鵜殿村,ﾐｴｹﾝ,ｳﾄﾞﾉﾑﾗ,欠番,.1.10,24562,紀宝町,ｷﾎｳﾁｮｳ,合併後は紀宝町
25000,滋賀県,,ｼｶﾞｹﾝ,,,,25000,,,
25201,滋賀県,大津市,ｼｶﾞｹﾝ,ｵｵﾂｼ,,,25201,,,
25202,滋賀県,彦根市,ｼｶﾞｹﾝ,ﾋｺﾈｼ,,,25202,,,
25203,滋賀県,長浜市,ｼｶﾞｹﾝ,ﾅｶﾞﾊﾏｼ,,,25203,,,
25204,滋賀県,近江八幡市,ｼｶﾞｹﾝ,ｵｳﾐﾊﾁﾏﾝｼ,,,25204,,,
25206,滋賀県,草津市,ｼｶﾞｹﾝ,ｸｻﾂｼ,,,25206,,,
25207,滋賀県,守山市,ｼｶﾞｹﾝ,ﾓﾘﾔﾏｼ,,,25207,,,
25208,滋賀県,栗東市,ｼｶﾞｹﾝ,ﾘｯﾄｳｼ,,,25208,,,
25209,滋賀県,甲賀市,ｼｶﾞｹﾝ,ｺｳｶｼ,,,25209,,,
25210,滋賀県,野洲市,ｼｶﾞｹﾝ,ﾔｽｼ,,,25210,,,
25211,滋賀県,湖南市,ｼｶﾞｹﾝ,ｺﾅﾝｼ,,,25211,,,
25212,滋賀県,高島市,ｼｶﾞｹﾝ,ﾀｶｼﾏｼ,,,25212,,,
25213,滋賀県,東近江市,ｼｶﾞｹﾝ,ﾋｶﾞｼｵｳﾐｼ,,,25213,,,
25214,滋賀県,米原市,ｼｶﾞｹﾝ,ﾏｲﾊﾞﾗｼ,,,25214,,,
25301,滋賀県,志賀町,ｼｶﾞｹﾝ,ｼｶﾞﾁｮｳ,欠番,.3.20,25201,大津市,ｵｵﾂｼ,合併後は大津市
25381,滋賀県,安土町,ｼｶﾞｹﾝ,ｱﾂﾞﾁﾁｮｳ,欠番,2010.3.21,25204,近江八幡市,ｵｳﾐﾊﾁﾏﾝｼ,合併後は近江八幡市
25382,滋賀県,蒲生町,ｼｶﾞｹﾝ,ｶﾞﾓｳﾁｮｳ,欠番,.1.1,25213,東近江市,ﾋｶﾞｼｵｳﾐｼ,合併後は東近江市
25383,滋賀県,日野町,ｼｶﾞｹﾝ,ﾋﾉﾁｮｳ,,,25383,,,
25384,滋賀県,竜王町,ｼｶﾞｹﾝ,ﾘﾕｳｵｳﾁｮｳ,,,25384,,,
25403,滋賀県,能登川町,ｼｶﾞｹﾝ,ﾉﾄｶﾞﾜﾁｮｳ,欠番,.1.1,25213,東近江市,ﾋｶﾞｼｵｳﾐｼ,合併後は東近江市
25423,滋賀県,秦荘町,ｼｶﾞｹﾝ,ﾊﾀｼョｳﾁｮｳ,欠番,.2.13,25425,愛荘町,ｱｲｼョｳﾁｮｳ,合併後は愛荘町
25424,滋賀県,愛知川町,ｼｶﾞｹﾝ,ｴﾁｶﾞﾜﾁｮｳ,欠番,.2.13,25425,愛荘町,ｱｲｼョｳﾁｮｳ,合併後は愛荘町
25425,滋賀県,愛荘町,ｼｶﾞｹﾝ,ｱｲｼｮｳﾁｮｳ,,,25425,,,
25441,滋賀県,豊郷町,ｼｶﾞｹﾝ,ﾄﾖｻﾄﾁｮｳ,,,25441,,,
25442,滋賀県,甲良町,ｼｶﾞｹﾝ,ｺｳﾗﾁｮｳ,,,25442,,,
25443,滋賀県,多賀町,ｼｶﾞｹﾝ,ﾀｶﾞﾁｮｳ,,,25443,,,
25464,滋賀県,近江町,ｼｶﾞｹﾝ,ｵｳﾐﾁｮｳ,欠番,.10.1,25214,米原市,ﾏｲﾊﾞﾗ市,合併後は米原市
25481,滋賀県,浅井町,ｼｶﾞｹﾝ,ｱｻﾞｲﾁｮｳ,欠番,.2.13,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25482,滋賀県,虎姫町,ｼｶﾞｹﾝ,ﾄﾗﾋﾒﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25483,滋賀県,湖北町,ｼｶﾞｹﾝ,ｺﾎｸﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25484,滋賀県,びわ町,ｼｶﾞｹﾝ,ﾋﾞﾜﾁｮｳ,欠番,.2.13,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25501,滋賀県,高月町,ｼｶﾞｹﾝ,ﾀｶﾂｷﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25502,滋賀県,木之本町,ｼｶﾞｹﾝ,ｷﾉﾓﾄﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25503,滋賀県,余呉町,ｼｶﾞｹﾝ,ﾖｺﾞﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
25504,滋賀県,西浅井町,ｼｶﾞｹﾝ,ﾆｼｱｻﾞｲﾁｮｳ,欠番,2010.1.1,25203,長浜市,ﾅｶﾞﾊﾏｼ,合併後は長浜市
26000,京都府,,ｷｮｳﾄﾌ,,,,26000,,,
26100,京都府,京都市,ｷｮｳﾄﾌ,ｷｮｳﾄｼ,,,26100,,,
26101,京都府,京都市北区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｷﾀｸ,,,26101,,,
26102,京都府,京都市上京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｶﾐｷﾞｮｳｸ,,,26102,,,
26103,京都府,京都市左京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｻｷｮｳｸ,,,26103,,,
26104,京都府,京都市中京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾅｶｷﾞｮｳｸ,,,26104,,,
26105,京都府,京都市東山区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾋｶﾞｼﾔﾏｸ,,,26105,,,
26106,京都府,京都市下京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｼﾓｷﾞｮｳｸ,,,26106,,,
26107,京都府,京都市南区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾐﾅﾐｸ,,,26107,,,
26108,京都府,京都市右京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼｳｷｮｳｸ,,,26108,,,
26109,京都府,京都市伏見区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾌｼﾐｸ,,,26109,,,
26110,京都府,京都市山科区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾔﾏｼﾅｸ,,,26110,,,
26111,京都府,京都市西京区,ｷｮｳﾄﾌ,ｷｮｳﾄｼﾆｼｷｮｳｸ,,,26111,,,
26201,京都府,福知山市,ｷｮｳﾄﾌ,ﾌｸﾁﾔﾏｼ,,,26201,,,
26202,京都府,舞鶴市,ｷｮｳﾄﾌ,ﾏｲﾂﾞﾙｼ,,,26202,,,
26203,京都府,綾部市,ｷｮｳﾄﾌ,ｱﾔﾍﾞｼ,,,26203,,,
26204,京都府,宇治市,ｷｮｳﾄﾌ,ｳｼﾞｼ,,,26204,,,
26205,京都府,宮津市,ｷｮｳﾄﾌ,ﾐﾔﾂﾞｼ,,,26205,,,
26206,京都府,亀岡市,ｷｮｳﾄﾌ,ｶﾒｵｶｼ,,,26206,,,
26207,京都府,城陽市,ｷｮｳﾄﾌ,ｼﾞｮｳﾖｳｼ,,,26207,,,
26208,京都府,向日市,ｷｮｳﾄﾌ,ﾑｺｳｼ,,,26208,,,
26209,京都府,長岡京市,ｷｮｳﾄﾌ,ﾅｶﾞｵｶｷｮｳｼ,,,26209,,,
26210,京都府,八幡市,ｷｮｳﾄﾌ,ﾔﾜﾀｼ,,,26210,,,
26211,京都府,京田辺市,ｷｮｳﾄﾌ,ｷｮｳﾀﾅﾍﾞｼ,,,26211,,,
26212,京都府,京丹後市,ｷｮｳﾄﾌ,ｷｮｳﾀﾝｺﾞｼ,,,26212,,,
26213,京都府,南丹市,ｷｮｳﾄﾌ,ﾅﾝﾀﾝｼ,,,26213,,,
26214,京都府,木津川市,ｷｮｳﾄﾌ,ｷﾂﾞｶﾞﾜｼ,,,26214,,,
26303,京都府,大山崎町,ｷｮｳﾄﾌ,ｵｵﾔﾏｻﾞｷﾁｮｳ,,,26303,,,
26322,京都府,久御山町,ｷｮｳﾄﾌ,ｸﾐﾔﾏﾁｮｳ,,,26322,,,
26343,京都府,井手町,ｷｮｳﾄﾌ,ｲﾃﾞﾁｮｳ,,,26343,,,
26344,京都府,宇治田原町,ｷｮｳﾄﾌ,ｳｼﾞﾀﾜﾗﾁｮｳ,,,26344,,,
26361,京都府,山城町,ｷｮｳﾄﾌ,ﾔﾏｼﾛﾁｮｳ,欠番,.3.12,26214,木津川市,ｷﾂﾞｶﾞﾜｼ,合併後は木津川市
26362,京都府,木津町,ｷｮｳﾄﾌ,ｷﾂﾞﾁｮｳ,欠番,.3.12,26214,木津川市,ｷﾂﾞｶﾞﾜｼ,合併後は木津川市
26363,京都府,加茂町,ｷｮｳﾄﾌ,ｶﾓﾁｮｳ,欠番,.3.12,26214,木津川市,ｷﾂﾞｶﾞﾜｼ,合併後は木津川市
26364,京都府,笠置町,ｷｮｳﾄﾌ,ｶｻｷﾞﾁｮｳ,,,26364,,,
26365,京都府,和束町,ｷｮｳﾄﾌ,ﾜﾂﾞｶﾁｮｳ,,,26365,,,
26366,京都府,精華町,ｷｮｳﾄﾌ,ｾｲｶﾁｮｳ,,,26366,,,
26367,京都府,南山城村,ｷｮｳﾄﾌ,ﾐﾅﾐﾔﾏｼﾛﾑﾗ,,,26367,,,
26381,京都府,京北町,ｷｮｳﾄﾌ,ｹｲﾎｸﾁｮｳ,欠番,.4.1,26100,京都市,ｷョｳﾄｼ,合併後は京都市
26382,京都府,美山町,ｷｮｳﾄﾌ,ﾐﾔﾏﾁｮｳ,欠番,.1.1,26213,南丹市,ﾅﾝﾀﾝｼ,合併後は南丹市
26401,京都府,園部町,ｷｮｳﾄﾌ,ｿﾉﾍﾞﾁｮｳ,欠番,.1.1,26213,南丹市,ﾅﾝﾀﾝｼ,合併後は南丹市
26402,京都府,八木町,ｷｮｳﾄﾌ,ﾔｷﾞﾁｮｳ,欠番,.1.1,26213,南丹市,ﾅﾝﾀﾝｼ,合併後は南丹市
26403,京都府,丹波町,ｷｮｳﾄﾌ,ﾀﾝﾊﾞﾁｮｳ,欠番,.10.11,26407,京丹波町,ｷョｳﾀﾝﾊﾞﾁｮｳ,合併後は京丹波町
26404,京都府,日吉町,ｷｮｳﾄﾌ,ﾋﾖｼﾁｮｳ,欠番,.1.1,26213,南丹市,ﾅﾝﾀﾝｼ,合併後は南丹市
