roadside_station,ID,名称,通称,英語表記,画像,概要,状態,住所,lat,long,国,地方,都道府県,都道府県コード,市区町村,市区町村コード,登録路線,指定,指定年,指定月,指定日,Wikipedia,Wikidata,Wikidata2,Webサイト,Webサイト2,Webサイト3,Webサイト4,ATM,ベビーベッド,レストラン,軽食喫茶,宿泊施設,温泉施設,キャンプ場等,公園,展望台,美術館博物館,ガソリンスタンド,EV充電施設,無線LAN,シャワー,体験施設,観光案内,身障者トイレ,ショップ,みなとオアシス
https://it-social.net/roadside_station/?01011,01011,道の駅摩周温泉,摩周温泉,Roadside station Mashu-onsen,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_MashuOnsen.JPG,北海道川上郡弟子屈町にある国道241号の道の駅,営業中,北海道川上郡弟子屈町湯の島3丁目5-5,43.4923914,144.4477187,日本,北海道地方,北海道,01,川上郡弟子屈町,01665,国道241号,1,1993,4,22,https://ja.wikipedia.org/wiki/道の駅摩周温泉,Q11641307,https://www.wikidata.org/wiki/Q11641307,https://www.michi-no-eki.jp/stations/view/11,http://www.hokkaido-michinoeki.jp/michinoeki/440/,http://www.masyuko.or.jp/michinoeki/index.html,,0,1,0,1,0,0,0,1,0,0,0,0,1,0,1,1,1,1,0
https://it-social.net/roadside_station/?01012,01012,道の駅おといねっぷ,おといねっぷ,Roadside station Otoineppu,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Otoineppu.jpg,北海道中川郡音威子府村にある国道40号の道の駅,営業中,北海道中川郡音威子府村字音威子府155,44.729078,142.257872,日本,北海道地方,北海道,01,中川郡音威子府村,01470,国道40号,1,1993,4,22,https://ja.wikipedia.org/wiki/道の駅おといねっぷ,Q11640689,https://www.wikidata.org/wiki/Q11640689,https://www.michi-no-eki.jp/stations/view/12,http://www.hokkaido-michinoeki.jp/michinoeki/458/,,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
https://it-social.net/roadside_station/?01013,01013,道の駅かみゆうべつ温泉チューリップの湯,かみゆうべつ温泉チューリップの湯|道の駅中湧別|かみゆうべつ温泉チューリップの湯,Roadside station Kamiyubetsu-onsen Tulip-no-yu,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_kamiyubetsu_onsen_Tulip_no_yu.jpg,北海道紋別郡湧別町にある北海道道712号の道の駅,営業中,北海道紋別郡湧別町中湧別中町3020-1,44.1851816,143.5956986,日本,北海道地方,北海道,01,紋別郡湧別町,01559,北海道道712号緑蔭中湧別停車場線,1,1993,4,22,https://ja.wikipedia.org/wiki/道の駅かみゆうべつ温泉チューリップの湯,Q11640707,https://www.wikidata.org/wiki/Q11640707,https://www.michi-no-eki.jp/stations/view/13,http://www.hokkaido-michinoeki.jp/michinoeki/472/,http://www.town.yubetsu.lg.jp/50shisetsu/6nou-kankou/spa-kamiyu.html,,0,1,1,1,0,1,0,0,0,1,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01014,01014,道の駅いわない,いわない,Roadside station Iwainai,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Iwanai.jpg,北海道岩内郡岩内町にある北海道道270号の道の駅,営業中,北海道岩内郡岩内町字万代47-4,42.9834347,140.5167801,日本,北海道地方,北海道,01,岩内郡岩内町,01402,北海道道270号,1,1993,4,22,https://ja.wikipedia.org/wiki/道の駅いわない,Q11640649,https://www.wikidata.org/wiki/Q11640649,https://www.michi-no-eki.jp/stations/view/14,http://www.hokkaido-michinoeki.jp/michinoeki/499/,http://www.iwanai-kanko.org/,,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01015,01015,道の駅まるせっぷ,まるせっぷ,Roadside station Maruseppu,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Maruseppu.jpg,北海道紋別郡遠軽町にある国道333号の道の駅,営業中,北海道紋別郡遠軽町丸瀬布元町42-2,43.9959412,143.3287235,日本,北海道地方,北海道,01,紋別郡遠軽町,01555,国道333号,5,1994,4,26,https://ja.wikipedia.org/wiki/道の駅まるせっぷ,Q11640928,https://www.wikidata.org/wiki/Q11640928,https://www.michi-no-eki.jp/stations/view/15,http://www.hokkaido-michinoeki.jp/michinoeki/515/,http://engaru.jp/asobu-manabu/21kyoutsu/kankousisetu/kouraku-keikan/michinoeki/maruseppu.html,,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0
https://it-social.net/roadside_station/?01016,01016,道の駅厚岸グルメパーク,厚岸グルメパーク|コンキリエ,Roadside station Akkeshi Gourmet park,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_Station_Akkeshi_Gourmet_Park.jpg,北海道厚岸郡厚岸町にある国道44号の道の駅,営業中,北海道厚岸郡厚岸町住の江2丁目2,43.0576697,144.8440184,日本,北海道地方,北海道,01,厚岸郡厚岸町,01662,国道44号,5,1994,4,26,https://ja.wikipedia.org/wiki/道の駅厚岸グルメパーク,Q11641187,https://www.wikidata.org/wiki/Q11641187,https://www.michi-no-eki.jp/stations/view/16,http://www.hokkaido-michinoeki.jp/michinoeki/531/,http://www.conchiglie.net/,,0,1,1,1,0,0,0,0,1,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01017,01017,道の駅サンフラワー北竜,サンフラワー北竜|北竜温泉|サンフラワー北竜,Roadside station Sun Flower Hokuryu,https://commons.wikimedia.org/wiki/Special:FilePath/Mchinoeki_Sunflower_Hokuryu.jpg,北海道雨竜郡北竜町にある国道275号の道の駅,営業中,北海道雨竜郡北竜町字板谷163-2,43.7510483,141.875302,日本,北海道地方,北海道,01,雨竜郡北竜町,01437,国道275号,7,1995,1,30,https://ja.wikipedia.org/wiki/道の駅サンフラワー北竜,Q11403919,https://www.wikidata.org/wiki/Q11403919,https://www.michi-no-eki.jp/stations/view/17,http://www.hokkaido-michinoeki.jp/michinoeki/546/,http://portal.hokuryu.info/sunflowerpark/roadsidestation,,0,1,1,0,1,1,0,1,0,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01018,01018,道の駅みついし,みついし,Roadside station Mitsuishi,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_Station_Mitsuishi_01.jpg,北海道日高郡新ひだか町にある国道235号の道の駅,営業中,北海道日高郡新ひだか町三石鳧舞161-2,42.2208744,142.6342261,日本,北海道地方,北海道,01,日高郡新ひだか町,01610,国道235号,8,1995,4,30,https://ja.wikipedia.org/wiki/道の駅みついし,Q11640941,https://www.wikidata.org/wiki/Q11640941,https://www.michi-no-eki.jp/stations/view/18,http://www.hokkaido-michinoeki.jp/michinoeki/564/,,,0,1,1,1,1,1,1,1,0,0,0,0,1,1,0,1,1,1,0
https://it-social.net/roadside_station/?01019,01019,道の駅あっさぶ,あっさぶ,Roadside station Assabu,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Assabu.jpg,北海道檜山郡厚沢部町にある国道227号の道の駅,営業中,北海道檜山郡厚沢部町緑町72-1,41.9165731,140.2161538,日本,北海道地方,北海道,01,檜山郡厚沢部町,01363,国道227号,8,1995,4,30,https://ja.wikipedia.org/wiki/道の駅あっさぶ,Q11640620,https://www.wikidata.org/wiki/Q11640620,https://www.michi-no-eki.jp/stations/view/19,http://www.hokkaido-michinoeki.jp/michinoeki/576/,http://www.hakodate.or.jp/assabu-k/route-st/,,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01020,01020,道の駅よってけ!島牧,よってけ！島牧|よってけ!島牧,Roadside station Yotteke Shimamaki,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Yotteke!_Shimamaki.jpg,北海道島牧郡島牧村にある国道229号の道の駅,営業中,北海道島牧郡島牧村字千走11-1,42.6867269,140.0134173,日本,北海道地方,北海道,01,島牧郡島牧村,01391,国道229号,8,1995,4,11,https://ja.wikipedia.org/wiki/道の駅よってけ!島牧,Q11640996,https://www.wikidata.org/wiki/Q11640996,https://www.michi-no-eki.jp/stations/view/20,http://www.hokkaido-michinoeki.jp/michinoeki/588/,http://www.abarone.jp/,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01021,01021,道の駅てっくいランド大成,てっくいランド大成,Roadside station Tekkui-land Taisei,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Tekkui_Land_Taisei.jpg,北海道久遠郡せたな町にある国道229号の道の駅,営業中,北海道久遠郡せたな町大成区平浜378,42.212366,139.876681,日本,北海道地方,北海道,01,久遠郡せたな町,01371,国道229号,8,1995,4,11,https://ja.wikipedia.org/wiki/道の駅てっくいランド大成,Q11640836,https://www.wikidata.org/wiki/Q11640836,https://www.michi-no-eki.jp/stations/view/21,http://www.hokkaido-michinoeki.jp/michinoeki/611/,http://www.hiyama.pref.hokkaido.lg.jp/ss/srk/tabi/04s_tais/parts/8401mtr.htm,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,1,0
https://it-social.net/roadside_station/?01022,01022,道の駅オホーツク紋別,オホーツク紋別|オホーツク流氷科学センター|北海道立オホーツク流氷科学センター|オホーツク紋別,Roadside station Okhotsk Monbetsu,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Okhotsk_monbetsu.jpg,北海道紋別市の北海道道304号沿いにある道の駅,営業中,北海道紋別市元紋別11-6,44.3283409,143.3750043,日本,北海道地方,北海道,01,紋別市,01219,北海道道304号,8,1995,4,11,https://ja.wikipedia.org/wiki/道の駅オホーツク紋別,Q11292378,https://www.wikidata.org/wiki/Q11292378,https://www.michi-no-eki.jp/stations/view/22,http://www.hokkaido-michinoeki.jp/michinoeki/626/,http://mombetsu.net/tourist-facilities/%E9%81%93%E3%81%AE%E9%A7%85-%E3%82%AA%E3%83%9B%E3%83%BC%E3%83,,0,1,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,1
https://it-social.net/roadside_station/?01023,01023,道の駅YOU・遊・もり,YOU･遊･もり|YOU・遊・もり,Roadside station You yu Mori,https://commons.wikimedia.org/wiki/Special:FilePath/YOU・遊・もり.jpg,北海道茅部郡森町にある国道5号の道の駅,営業中,北海道茅部郡森町字上台町326-18,42.098901,140.568716,日本,北海道地方,北海道,01,茅部郡森町,01345,国道5号,9,1995,8,3,https://ja.wikipedia.org/wiki/道の駅YOU・遊・もり,Q11640603,https://www.wikidata.org/wiki/Q11640603,https://www.michi-no-eki.jp/stations/view/23,http://www.hokkaido-michinoeki.jp/michinoeki/641/,http://mori-bussan.com/info/home.html,,0,1,1,1,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01024,01024,道の駅おんねゆ温泉,おんねゆ温泉,Roadside station Onneyuonsen,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Onneyu_onsen.jpg,北海道北見市にある国道39号の道の駅,営業中,北海道北見市留辺蘂町松山1-4,43.7546445,143.5005308,日本,北海道地方,北海道,01,北見市,01208,国道39号,9,1995,8,3,https://ja.wikipedia.org/wiki/道の駅おんねゆ温泉,Q11640697,https://www.wikidata.org/wiki/Q11640697,https://www.michi-no-eki.jp/stations/view/24,http://www.hokkaido-michinoeki.jp/michinoeki/685/,http://onneyu-aq.com/facility3,,0,1,0,0,0,0,0,1,0,1,0,1,1,0,1,1,1,1,0
https://it-social.net/roadside_station/?01025,01025,道の駅ルート229元和台,ルート229元和台,Roadside station Route229 Gennadai,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Route_229_Genwadai.jpg,北海道爾志郡乙部町にある国道229号の道の駅,営業中,北海道爾志郡乙部町字元和169,42.0113971,140.1062194,日本,北海道地方,北海道,01,爾志郡乙部町,01364,国道229号,9,1995,8,3,https://ja.wikipedia.org/wiki/道の駅ルート229元和台,Q11641075,https://www.wikidata.org/wiki/Q11641075,https://www.michi-no-eki.jp/stations/view/25,http://www.hokkaido-michinoeki.jp/michinoeki/704/,http://www.town.otobe.lg.jp/section/sangyou/e0taal0000000bz1.html,,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0
https://it-social.net/roadside_station/?01026,01026,道の駅ハウスヤルビ奈井江,ハウスヤルビ奈井江,Roadside station Hausjärvi Naie,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_House_Yarubi_Naie.jpg,北海道空知郡奈井江町にある国道12号の道の駅,営業中,北海道空知郡奈井江町字奈井江28-1,43.4332722,141.8888016,日本,北海道地方,北海道,01,空知郡奈井江町,01424,国道12号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅ハウスヤルビ奈井江,Q11641049,https://www.wikidata.org/wiki/Q11641049,https://www.michi-no-eki.jp/stations/view/26,http://www.hokkaido-michinoeki.jp/michinoeki/722/,http://machiken292.com/,,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,1,1,0
https://it-social.net/roadside_station/?01027,01027,道の駅おびら鰊番屋,おびら鰊番屋,Roadside station Obira Nishin-banya,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_Station_Obira_Nishinbanya_01.jpg,北海道留萌郡小平町にある国道232・239号の道の駅,営業中,北海道留萌郡小平町字鬼鹿広富,44.137022,141.654956,日本,北海道地方,北海道,01,留萌郡小平町,01482,国道232号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅おびら鰊番屋,Q11640693,https://www.wikidata.org/wiki/Q11640693,https://www.michi-no-eki.jp/stations/view/27,http://www.hokkaido-michinoeki.jp/michinoeki/744/,http://www.town.obira.hokkaido.jp/kanko/detail/00001365.html,,0,1,1,0,0,0,0,1,0,1,0,1,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01028,01028,道の駅マリーンアイランド岡島,マリーンアイランド岡島,Roadside station Marine island Okajima,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_Station_Marine_Island_Okashima.jpg,北海道枝幸郡枝幸町にある国道238号の道の駅,営業中,北海道枝幸郡枝幸町岡島1978-13,44.8783757,142.631813,日本,北海道地方,北海道,01,枝幸郡枝幸町,01514,国道238号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅マリーンアイランド岡島,Q11641065,https://www.wikidata.org/wiki/Q11641065,https://www.michi-no-eki.jp/stations/view/28,http://www.hokkaido-michinoeki.jp/michinoeki/768/,,,0,0,1,0,0,0,1,1,1,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01029,01029,道の駅おこっぺ,おこっぺ,Roadside station Okoppe,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_station_Okoppe.jpg,北海道紋別郡興部町にある国道239号の道の駅,営業中,北海道紋別郡興部町興部1322-21,44.469498,143.116955,日本,北海道地方,北海道,01,紋別郡興部町,01561,国道239号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅おこっぺ,Q11640686,https://www.wikidata.org/wiki/Q11640686,https://www.michi-no-eki.jp/stations/view/29,http://www.hokkaido-michinoeki.jp/michinoeki/795/,,,0,0,1,1,1,0,0,1,0,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01030,01030,道の駅阿寒丹頂の里,阿寒丹頂の里,Roadside station Akan Tancho-no-sato,https://commons.wikimedia.org/wiki/File:AkanTanchonosato_Michinoeki_Hokkaido_Japan.jpg,北海道釧路市にある国道240号の道の駅,営業中,北海道釧路市阿寒町上阿寒23-36-1,43.1440197,144.1469574,日本,北海道地方,北海道,01,釧路市,01206,国道240号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅阿寒丹頂の里,Q11641544,https://www.wikidata.org/wiki/Q11641544,https://www.michi-no-eki.jp/stations/view/30,http://www.hokkaido-michinoeki.jp/michinoeki/810/,https://www.akan.jp/,,0,1,1,1,1,1,1,1,0,1,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01031,01031,道の駅おとふけ,おとふけ,Roadside station Otofuke,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Otofuke.JPG,北海道河東郡音更町にある国道241号の道の駅,営業中,北海道河東郡音更町なつぞら2,42.976584,143.207419,日本,北海道地方,北海道,01,河東郡音更町,01631,国道241号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅おとふけ,Q11640690,https://www.wikidata.org/wiki/Q11640690,https://www.michi-no-eki.jp/stations/view/31,http://www.hokkaido-michinoeki.jp/michinoeki/825/,http://www.otofukebk.com/,,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01032,01032,道の駅ピンネシリ,ピンネシリ,Roadside station Binneshiri,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Pinneshiri.jpg,北海道枝幸郡中頓別町にある国道275号の道の駅,営業中,北海道枝幸郡中頓別町字敏音知72-7,44.8774622,142.2134021,日本,北海道地方,北海道,01,枝幸郡中頓別町,01513,国道275号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅ピンネシリ,Q11641058,https://www.wikidata.org/wiki/Q11641058,https://www.michi-no-eki.jp/stations/view/32,http://www.hokkaido-michinoeki.jp/michinoeki/842/,http://pinneshiri-autocamp.com/index.html,,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,1,1,1,0
https://it-social.net/roadside_station/?01033,01033,道の駅フォーレスト276大滝,フォーレスト276大滝,Roadside station forest276 Otaki,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Forest_276_Ohtaki.jpg,北海道伊達市にある国道276号の道の駅,廃止,北海道伊達市大滝区三階滝町637-5,42.6980639,141.1303673,日本,北海道地方,北海道,01,伊達市,01233,国道276号,10,1996,4,16,https://ja.wikipedia.org/wiki/道の駅フォーレスト276大滝,Q11641061,https://www.wikidata.org/wiki/Q11641061,https://www.michi-no-eki.jp/stations/view/33,http://www.hokkaido-michinoeki.jp/michinoeki/859/,,,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
https://it-social.net/roadside_station/?01034,01034,道の駅上ノ国もんじゅ,上ノ国もんじゅ,Roadside station Kaminokuni Monju,https://commons.wikimedia.org/wiki/Special:FilePath/Michinoeki_Kaminokuni_Monju.jpg,北海道檜山郡上ノ国町にある国道228号の道の駅,営業中,北海道檜山郡上ノ国町字原歌3,41.8084965,140.0949663,日本,北海道地方,北海道,01,檜山郡上ノ国町,01362,国道228号,11,1996,8,5,https://ja.wikipedia.org/wiki/道の駅上ノ国もんじゅ,Q11641112,https://www.wikidata.org/wiki/Q11641112,https://www.michi-no-eki.jp/stations/view/34,http://www.hokkaido-michinoeki.jp/michinoeki/870/,http://www.kaminokuni.com/,,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,1,0
https://it-social.net/roadside_station/?01035,01035,道の駅オスコイ!かもえない,オスコイ！かもえない|オスコイ!かもえない,Roadside station Osukoi Kamoenai,https://commons.wikimedia.org/wiki/Special:FilePath/Roadside_Station_Osukoi_Kamoenai.jpg,北海道古宇郡神恵内村にある国道229号の道の駅,営業中,北海道古宇郡神恵内村大字赤石村字大森34-1,43.1653589,140.3855694,日本,北海道地方,北海道,01,古宇郡神恵内村,01404,国道229号,11,1996,8,5,https://ja.wikipedia.org/wiki/道の駅オスコイ!かもえない,Q11641016,https://www.wikidata.org/wiki/Q11641016,https://www.michi-no-eki.jp/stations/view/35,http://www.hokkaido-michinoeki.jp/michinoeki/881/,http://www.vill.kamoenai.hokkaido.jp/hotnews/detail/00000142.html,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0
